,Rooms,Type,Price,Method,SellerG,Sold_Year,Distance,Bathroom,Car,Landsize,CouncilArea,Regionname,Propertycount
30695,2,u,613000.0,S,Purplebricks,2017,4.6,1.0,1.0,593.4889333778223,Stonnington City Council,Southern Metropolitan,7717.0
30696,3,h,880000.0,S,McGrath,2017,8.4,1.0,3.0,581.0,Darebin City Council,Northern Metropolitan,14577.0
30697,2,h,770000.0,S,Barry,2017,8.4,1.0,1.0,358.0,Darebin City Council,Northern Metropolitan,14577.0
30699,4,h,1500000.0,SP,McGrath,2017,8.4,2.0,2.0,424.0,Darebin City Council,Northern Metropolitan,14577.0
30700,5,h,1420000.0,PI,McGrath,2017,8.4,3.0,2.0,593.4889333778223,Darebin City Council,Northern Metropolitan,14577.0
30701,2,u,690000.0,S,Nelson,2017,8.4,1.0,1.0,593.4889333778223,Darebin City Council,Northern Metropolitan,14577.0
30702,3,h,1081000.0,S,RW,2017,8.4,1.0,4.0,489.0,Darebin City Council,Northern Metropolitan,14577.0
30703,2,h,780000.0,VB,hockingstuart,2017,8.4,1.0,0.0,593.4889333778223,Darebin City Council,Northern Metropolitan,14577.0
30704,2,h,960000.0,PI,Barry,2017,8.4,1.0,2.0,593.4889333778223,Darebin City Council,Northern Metropolitan,14577.0
30705,3,h,1002000.0,PI,Woodards,2017,8.4,2.0,4.0,593.4889333778223,Darebin City Council,Northern Metropolitan,14577.0
30706,2,h,705000.0,S,Nelson,2017,8.4,1.0,1.0,593.4889333778223,Darebin City Council,Northern Metropolitan,14577.0
30707,4,h,1000500.0,SP,Nelson,2017,8.4,2.0,2.0,593.4889333778223,Darebin City Council,Northern Metropolitan,14577.0
30708,3,h,700000.0,PI,Love,2017,8.4,1.0,1.0,593.4889333778223,Darebin City Council,Northern Metropolitan,14577.0
30709,2,h,651000.0,S,Love,2017,12.0,1.0,2.0,593.4889333778223,Darebin City Council,Northern Metropolitan,21650.0
30711,2,u,468000.0,S,Ray,2017,12.0,1.0,1.0,593.4889333778223,Darebin City Council,Northern Metropolitan,21650.0
30712,2,h,870000.0,S,hockingstuart,2017,12.0,1.0,1.0,593.4889333778223,Darebin City Council,Northern Metropolitan,21650.0
30713,4,h,885000.0,PI,Nelson,2017,12.0,1.0,2.0,676.0,Darebin City Council,Northern Metropolitan,21650.0
30714,3,h,980000.0,S,hockingstuart,2017,12.0,1.0,4.0,694.0,Darebin City Council,Northern Metropolitan,21650.0
30716,1,u,345500.0,S,Stockdale,2017,12.0,1.0,0.0,593.4889333778223,Darebin City Council,Northern Metropolitan,21650.0
30717,4,h,941000.0,S,hockingstuart,2017,12.0,3.0,1.0,753.0,Darebin City Council,Northern Metropolitan,21650.0
30718,3,h,835000.0,S,HAR,2017,12.0,1.0,2.0,700.0,Darebin City Council,Northern Metropolitan,21650.0
30719,2,u,505000.0,SP,Flannagan,2017,12.0,1.0,1.0,593.4889333778223,Darebin City Council,Northern Metropolitan,21650.0
30720,3,h,800000.0,S,Love,2017,12.0,1.0,1.0,863.0,Darebin City Council,Northern Metropolitan,21650.0
30721,3,h,925000.0,S,Barry,2017,12.0,1.0,2.0,837.0,Darebin City Council,Northern Metropolitan,21650.0
30722,3,h,770000.0,S,Love,2017,12.0,1.0,4.0,861.0,Darebin City Council,Northern Metropolitan,21650.0
30724,2,u,562690.0,SP,Love,2017,12.0,1.0,1.0,593.4889333778223,Darebin City Council,Northern Metropolitan,21650.0
30725,2,u,335000.0,PI,Barry,2017,12.0,1.0,1.0,593.4889333778223,Darebin City Council,Northern Metropolitan,21650.0
30726,2,u,580000.0,S,Barry,2017,12.0,1.0,1.0,593.4889333778223,Darebin City Council,Northern Metropolitan,21650.0
30727,3,t,678913.0,SP,Barry,2017,12.0,2.0,2.0,593.4889333778223,Darebin City Council,Northern Metropolitan,21650.0
30728,1,u,456000.0,S,Biggin,2017,2.4,1.0,0.0,593.4889333778223,Yarra City Council,Northern Metropolitan,14949.0
30731,3,h,2200000.0,S,Biggin,2017,2.4,2.0,1.0,155.0,Yarra City Council,Northern Metropolitan,14949.0
30733,3,h,1705000.0,S,Biggin,2017,2.4,2.0,1.0,229.0,Yarra City Council,Northern Metropolitan,14949.0
30734,2,h,961000.0,SP,hockingstuart,2017,2.4,1.0,1.0,593.4889333778223,Yarra City Council,Northern Metropolitan,14949.0
30735,2,t,900000.0,S,Jellis,2017,2.4,1.0,1.0,593.4889333778223,Yarra City Council,Northern Metropolitan,14949.0
30736,1,u,400000.0,PI,hockingstuart,2017,2.4,1.0,0.0,593.4889333778223,Yarra City Council,Northern Metropolitan,14949.0
30737,3,t,1190000.0,S,Jellis,2017,2.4,2.0,2.0,593.4889333778223,Yarra City Council,Northern Metropolitan,14949.0
30738,3,h,1250000.0,SP,Biggin,2017,2.4,2.0,2.0,593.4889333778223,Yarra City Council,Northern Metropolitan,14949.0
30739,1,u,310000.0,S,hockingstuart,2017,2.4,1.0,1.0,593.4889333778223,Yarra City Council,Northern Metropolitan,14949.0
30740,1,u,495000.0,S,Biggin,2017,2.4,1.0,0.0,593.4889333778223,Yarra City Council,Northern Metropolitan,14949.0
30741,2,h,1360000.0,SP,Jellis,2017,2.4,1.0,1.0,139.0,Yarra City Council,Northern Metropolitan,14949.0
30742,2,u,455000.0,S,hockingstuart,2017,2.4,1.0,1.0,593.4889333778223,Yarra City Council,Northern Metropolitan,14949.0
30745,3,h,767500.0,S,Noel,2017,19.9,2.0,2.0,593.4889333778223,Maroondah City Council,Eastern Metropolitan,7785.0
30746,5,h,1230000.0,S,Barry,2017,19.9,3.0,2.0,591.0,Maroondah City Council,Eastern Metropolitan,7785.0
30747,3,h,875000.0,S,McGrath,2017,19.9,2.0,1.0,593.4889333778223,Maroondah City Council,Eastern Metropolitan,7785.0
30749,4,h,1675000.0,VB,Fletchers,2017,21.3,3.0,2.0,1633.0,Maroondah City Council,Eastern Metropolitan,4407.0
30750,3,h,861000.0,SP,Barry,2017,21.3,2.0,2.0,390.0,Maroondah City Council,Eastern Metropolitan,4407.0
30751,3,h,840000.0,S,Fletchers,2017,21.3,2.0,1.0,559.0,Maroondah City Council,Eastern Metropolitan,4407.0
30752,3,h,875000.0,PI,Harcourts,2017,21.3,2.0,6.0,576.0,Maroondah City Council,Eastern Metropolitan,4407.0
30753,4,h,1006000.0,S,Ray,2017,21.3,2.0,2.0,593.4889333778223,Maroondah City Council,Eastern Metropolitan,4407.0
30754,4,h,870000.0,SA,Philip,2017,19.9,2.0,2.0,593.4889333778223,Manningham City Council,Eastern Metropolitan,3619.0
30755,4,h,1080000.0,PI,Philip,2017,19.9,2.0,2.0,710.0,Manningham City Council,Eastern Metropolitan,3619.0
30756,2,u,650000.0,VB,Nelson,2017,8.9,1.0,1.0,593.4889333778223,Banyule City Council,Eastern Metropolitan,3540.0
30758,3,h,431000.0,S,Ray,2017,20.6,2.0,2.0,245.0,Hume City Council,Northern Metropolitan,5833.0
30759,3,h,575000.0,S,Barry,2017,20.6,2.0,2.0,505.0,Hume City Council,Northern Metropolitan,5833.0
30760,3,h,1800000.0,VB,Hodges,2017,15.2,1.0,3.0,593.4889333778223,Bayside City Council,Southern Metropolitan,4497.0
30761,3,h,1761000.0,S,Buxton,2017,15.2,2.0,2.0,511.0,Bayside City Council,Southern Metropolitan,4497.0
30762,4,h,1900000.0,SP,Buxton,2017,15.2,2.0,3.0,593.4889333778223,Bayside City Council,Southern Metropolitan,4497.0
30763,4,h,2200000.0,S,Buxton,2017,15.2,2.0,2.0,589.0,Bayside City Council,Southern Metropolitan,4497.0
30765,2,u,750000.0,PI,Buxton,2017,15.2,1.0,1.0,593.4889333778223,Bayside City Council,Southern Metropolitan,4497.0
30766,3,h,1940000.0,S,Hodges,2017,15.2,2.0,4.0,593.4889333778223,Bayside City Council,Southern Metropolitan,4497.0
30767,3,h,650000.0,VB,Property,2017,35.4,1.0,1.0,694.0,Frankston City Council,South-Eastern Metropolitan,8077.0
30768,3,h,850000.0,S,hockingstuart/hockingstuart,2017,35.4,1.0,3.0,700.0,Frankston City Council,South-Eastern Metropolitan,8077.0
30769,3,h,520000.0,SP,Harcourts,2017,34.7,1.0,1.0,485.0,Frankston City Council,South-Eastern Metropolitan,2756.0
30770,2,u,1272000.0,S,Greg,2017,1.9,1.0,1.0,593.4889333778223,Port Phillip City Council,Southern Metropolitan,5943.0
30771,2,u,900000.0,PI,Buxton,2017,1.9,1.0,1.0,593.4889333778223,Port Phillip City Council,Southern Metropolitan,5943.0
30775,3,h,1071000.0,S,Greg,2017,1.9,1.0,2.0,6880.0,Port Phillip City Council,Southern Metropolitan,5943.0
30776,2,h,1200000.0,S,WHITEFOX,2017,1.9,1.0,1.0,111.0,Port Phillip City Council,Southern Metropolitan,5943.0
30778,4,h,870000.0,PI,Morrison,2017,20.5,2.0,2.0,512.0,Whittlesea City Council,Northern Metropolitan,7969.0
30779,3,h,555000.0,S,HAR,2017,20.5,2.0,2.0,593.4889333778223,Whittlesea City Council,Northern Metropolitan,7969.0
30780,4,h,621000.0,S,Stockdale,2017,20.5,2.0,2.0,568.0,Whittlesea City Council,Northern Metropolitan,7969.0
30781,3,h,612000.0,S,HAR,2017,20.5,2.0,2.0,348.0,Whittlesea City Council,Northern Metropolitan,7969.0
30783,1,u,407800.0,S,hockingstuart,2017,2.7,1.0,0.0,593.4889333778223,Melbourne City Council,Southern Metropolitan,14887.0
30785,1,u,425000.0,S,RT,2017,2.7,1.0,0.0,593.4889333778223,Melbourne City Council,Southern Metropolitan,14887.0
30787,3,u,882000.0,SP,McGrath,2017,6.2,2.0,2.0,205.0,Hobsons Bay City Council,Western Metropolitan,1223.0
30790,2,h,642000.0,S,Barry,2017,14.0,1.0,2.0,476.0,Brimbank City Council,Western Metropolitan,14042.0
30791,3,h,477500.0,SA,Barry,2017,14.0,1.0,1.0,593.4889333778223,Brimbank City Council,Western Metropolitan,14042.0
30793,3,h,650000.0,SP,Ray,2017,14.0,2.0,5.0,554.0,Brimbank City Council,Western Metropolitan,14042.0
30794,4,h,660000.0,S,Purplebricks,2017,14.0,2.0,4.0,582.0,Brimbank City Council,Western Metropolitan,14042.0
30795,5,h,620000.0,S,Bells,2017,14.0,3.0,2.0,534.0,Brimbank City Council,Western Metropolitan,14042.0
30796,4,h,620000.0,S,Barry,2017,14.0,1.0,2.0,535.0,Brimbank City Council,Western Metropolitan,14042.0
30797,3,h,695000.0,SP,YPA,2017,14.0,1.0,3.0,696.0,Brimbank City Council,Western Metropolitan,14042.0
30798,2,u,460000.0,VB,Buxton,2017,5.0,1.0,1.0,593.4889333778223,Port Phillip City Council,Southern Metropolitan,13240.0
30799,3,h,961000.0,PI,Gary,2017,5.0,1.0,2.0,214.0,Port Phillip City Council,Southern Metropolitan,13240.0
30800,3,u,670000.0,S,Buxton,2017,5.0,2.0,2.0,593.4889333778223,Port Phillip City Council,Southern Metropolitan,13240.0
30801,1,u,400000.0,PI,Wilson,2017,5.0,1.0,0.0,593.4889333778223,Port Phillip City Council,Southern Metropolitan,13240.0
30802,1,u,400000.0,PI,Wilson,2017,5.0,1.0,0.0,593.4889333778223,Port Phillip City Council,Southern Metropolitan,13240.0
30803,1,u,465000.0,SP,Biggin,2017,5.0,1.0,0.0,593.4889333778223,Port Phillip City Council,Southern Metropolitan,13240.0
30804,1,u,768000.0,S,Marshall,2017,5.0,1.0,0.0,593.4889333778223,Port Phillip City Council,Southern Metropolitan,13240.0
30805,2,u,580000.0,VB,R&H,2017,5.0,1.0,1.0,593.4889333778223,Port Phillip City Council,Southern Metropolitan,13240.0
30806,2,u,630000.0,S,Gary,2017,5.0,1.0,1.0,593.4889333778223,Port Phillip City Council,Southern Metropolitan,13240.0
30807,1,u,491000.0,S,Wilson,2017,5.0,1.0,0.0,593.4889333778223,Port Phillip City Council,Southern Metropolitan,13240.0
30808,2,u,735000.0,PI,Wilson,2017,5.0,1.0,1.0,593.4889333778223,Port Phillip City Council,Southern Metropolitan,13240.0
30809,3,h,1400000.0,S,Nelson,2017,8.2,2.0,2.0,517.0,Moonee Valley City Council,Western Metropolitan,3284.0
30810,3,t,800000.0,VB,Nelson,2017,8.2,2.0,2.0,306.0,Moonee Valley City Council,Western Metropolitan,389.0
30811,5,h,675000.0,S,Barry,2017,31.7,2.0,2.0,724.0,Hume City Council,Western Metropolitan,14092.0
30812,2,h,367000.0,SP,L,2017,31.7,1.0,2.0,452.0,Hume City Council,Western Metropolitan,14092.0
30813,4,h,565000.0,S,Hayeswinckle,2017,31.7,2.0,2.0,585.0,Hume City Council,Western Metropolitan,14092.0
30814,3,h,453000.0,SP,YPA,2017,31.7,2.0,1.0,593.4889333778223,Hume City Council,Western Metropolitan,14092.0
30815,3,h,480000.0,S,Barry,2017,31.7,2.0,2.0,716.0,Hume City Council,Western Metropolitan,14092.0
30817,3,h,700000.0,S,Leeburn,2017,31.7,2.0,3.0,1011.0,Hume City Council,Western Metropolitan,14092.0
30818,3,h,465000.0,SP,Raine,2017,31.7,1.0,1.0,566.0,Hume City Council,Western Metropolitan,14092.0
30819,3,h,772500.0,S,Douglas,2017,10.5,1.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,3755.0
30820,2,h,760000.0,S,Barry,2017,10.5,1.0,1.0,593.4889333778223,Brimbank City Council,Western Metropolitan,3755.0
30821,3,h,975000.0,PI,Jas,2017,10.5,1.0,4.0,695.0,Brimbank City Council,Western Metropolitan,3755.0
30822,2,u,537000.0,PI,Jas,2017,10.5,1.0,1.0,593.4889333778223,Brimbank City Council,Western Metropolitan,3755.0
30823,3,h,705000.0,SP,Barry,2017,10.5,1.0,2.0,695.0,Brimbank City Council,Western Metropolitan,4217.0
30824,3,u,560000.0,S,S&L,2017,10.5,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,4217.0
30825,2,h,722000.0,S,Barry,2017,10.5,1.0,1.0,593.4889333778223,Brimbank City Council,Western Metropolitan,4217.0
30827,3,h,720000.0,PI,Jas,2017,10.5,1.0,4.0,593.4889333778223,Brimbank City Council,Western Metropolitan,6763.0
30828,4,h,790000.0,S,Brad,2017,10.5,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,6763.0
30829,3,h,640000.0,PI,Barry,2017,10.5,2.0,4.0,593.4889333778223,Brimbank City Council,Western Metropolitan,6763.0
30832,2,u,682500.0,S,Ross,2017,10.2,1.0,1.0,593.4889333778223,Boroondara City Council,Southern Metropolitan,5457.0
30834,2,u,771000.0,S,Jellis,2017,10.2,1.0,1.0,593.4889333778223,Boroondara City Council,Southern Metropolitan,5457.0
30836,3,u,480000.0,SP,FN,2017,18.0,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,3640.0
30837,4,h,705000.0,S,Barry,2017,18.0,2.0,2.0,558.0,Brimbank City Council,Western Metropolitan,3640.0
30839,3,h,528000.0,SP,CarlinSmith,2017,18.4,2.0,2.0,593.4889333778223,Wyndham City Council,Western Metropolitan,10160.0
30841,4,h,621000.0,PI,O'Brien,2017,18.0,2.0,2.0,593.4889333778223,Melton City Council,Western Metropolitan,4242.0
30842,3,h,760000.0,S,Nelson,2017,15.5,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,5336.0
30843,4,h,836000.0,S,Barry,2017,15.5,2.0,2.0,700.0,Brimbank City Council,Western Metropolitan,5336.0
30844,5,h,725000.0,S,Barry,2017,15.5,3.0,4.0,640.0,Brimbank City Council,Western Metropolitan,5336.0
30845,4,h,681500.0,S,Prof.,2017,15.5,2.0,2.0,650.0,Brimbank City Council,Western Metropolitan,5336.0
30846,4,h,700000.0,PI,Barry,2017,15.5,2.0,3.0,723.0,Brimbank City Council,Western Metropolitan,5336.0
30849,5,h,1551000.0,SP,Barry,2017,15.5,2.0,2.0,593.4889333778223,Manningham City Council,Eastern Metropolitan,6202.0
30850,3,t,1100000.0,VB,Fletchers,2017,15.5,2.0,2.0,593.4889333778223,Manningham City Council,Eastern Metropolitan,6202.0
30852,4,h,1155000.0,S,Barry,2017,15.5,2.0,2.0,816.0,Manningham City Council,Eastern Metropolitan,6202.0
30853,3,h,1550000.0,S,hockingstuart,2017,15.5,2.0,2.0,609.0,Manningham City Council,Eastern Metropolitan,6202.0
30854,5,h,1950000.0,PI,Noel,2017,15.5,3.0,2.0,585.0,Manningham City Council,Eastern Metropolitan,6202.0
30855,4,h,1050000.0,VB,Fletchers,2017,12.4,2.0,2.0,754.0,Manningham City Council,Eastern Metropolitan,5420.0
30856,3,h,657000.0,S,Ray,2017,15.3,1.0,1.0,542.0,Whittlesea City Council,Northern Metropolitan,7955.0
30858,4,h,645000.0,S,HAR,2017,15.3,1.0,4.0,530.0,Whittlesea City Council,Northern Metropolitan,7955.0
30859,3,h,740500.0,S,HAR,2017,15.3,1.0,4.0,641.0,Whittlesea City Council,Northern Metropolitan,7955.0
30861,2,h,1250000.0,S,Jellis,2017,7.0,1.0,1.0,338.0,Darebin City Council,Northern Metropolitan,8870.0
30862,2,h,1234500.0,S,Darren,2017,7.0,1.0,1.0,593.4889333778223,Darebin City Council,Northern Metropolitan,8870.0
30863,1,u,374060.0,SP,Harcourts,2017,7.0,1.0,0.0,593.4889333778223,Darebin City Council,Northern Metropolitan,8870.0
30865,2,h,665000.0,SP,McGrath,2017,7.0,1.0,1.0,593.4889333778223,Darebin City Council,Northern Metropolitan,8870.0
30866,3,h,1211000.0,S,Woodards,2017,7.0,2.0,2.0,593.4889333778223,Darebin City Council,Northern Metropolitan,8870.0
30867,2,u,705000.0,S,Woodards,2017,7.0,1.0,1.0,593.4889333778223,Darebin City Council,Northern Metropolitan,8870.0
30868,1,u,280000.0,VB,Nelson,2017,7.0,1.0,0.0,593.4889333778223,Darebin City Council,Northern Metropolitan,8870.0
30869,4,h,4111000.0,S,RT,2017,4.1,3.0,2.0,430.0,Stonnington City Council,Southern Metropolitan,7217.0
30870,3,u,841000.0,S,Jellis,2017,4.1,2.0,2.0,593.4889333778223,Stonnington City Council,Southern Metropolitan,7217.0
30871,2,u,867000.0,S,hockingstuart,2017,4.1,1.0,1.0,593.4889333778223,Stonnington City Council,Southern Metropolitan,7217.0
30872,2,u,360000.0,PI,Jason,2017,12.9,1.0,1.0,593.4889333778223,Brimbank City Council,Western Metropolitan,3296.0
30873,3,h,700500.0,S,Jason,2017,12.9,2.0,5.0,573.0,Brimbank City Council,Western Metropolitan,3296.0
30874,4,h,1160000.0,VB,Barry,2017,17.2,2.0,3.0,654.0,Maroondah City Council,Eastern Metropolitan,4181.0
30875,3,h,903000.0,S,Fletchers,2017,17.2,1.0,4.0,711.0,Maroondah City Council,Eastern Metropolitan,4181.0
30876,4,h,1595000.0,S,Harcourts,2017,17.2,2.0,2.0,616.0,Maroondah City Council,Eastern Metropolitan,4181.0
30877,4,h,1088000.0,S,Ray,2017,17.2,2.0,2.0,661.0,Whitehorse City Council,Eastern Metropolitan,4280.0
30878,3,h,1060000.0,S,Miles,2017,8.9,1.0,2.0,569.0,Banyule City Council,Eastern Metropolitan,2698.0
30879,3,h,812000.0,S,hockingstuart,2017,14.7,2.0,2.0,560.0,Knox City Council,Eastern Metropolitan,5424.0
30880,3,h,940000.0,S,Ray,2017,14.7,1.0,2.0,825.0,Knox City Council,Eastern Metropolitan,7082.0
30881,4,h,1050000.0,SP,Barry,2017,14.7,2.0,2.0,593.4889333778223,Knox City Council,Eastern Metropolitan,7082.0
30883,3,h,850000.0,VB,Darren,2017,14.5,1.0,0.0,602.0,Banyule City Council,Northern Metropolitan,2329.0
30884,3,h,570000.0,S,hockingstuart,2017,14.7,2.0,3.0,593.4889333778223,Wyndham City Council,Western Metropolitan,16166.0
30886,4,h,620000.0,SP,Barry,2017,14.7,2.0,2.0,630.0,Wyndham City Council,Western Metropolitan,16166.0
30887,3,h,480000.0,S,Greg,2017,14.7,2.0,1.0,593.4889333778223,Wyndham City Council,Western Metropolitan,16166.0
30888,3,h,500000.0,SP,YPA,2017,14.7,1.0,2.0,675.0,Wyndham City Council,Western Metropolitan,16166.0
30889,3,h,525000.0,S,PRDNationwide,2017,14.7,2.0,2.0,593.4889333778223,Wyndham City Council,Western Metropolitan,16166.0
30890,3,h,627500.0,S,Barry,2017,14.7,3.0,2.0,726.0,Wyndham City Council,Western Metropolitan,16166.0
30891,4,h,880000.0,S,Ray,2017,14.7,2.0,2.0,843.0,Wyndham City Council,Western Metropolitan,16166.0
30892,4,h,460000.0,S,Barry,2017,14.7,2.0,2.0,593.4889333778223,Wyndham City Council,Western Metropolitan,16166.0
30893,2,u,355000.0,S,Sweeney,2017,6.4,1.0,1.0,593.4889333778223,Maribyrnong City Council,Western Metropolitan,5058.0
30894,3,h,1062000.0,S,Jas,2017,6.4,1.0,2.0,593.4889333778223,Maribyrnong City Council,Western Metropolitan,5058.0
30895,3,h,870000.0,PI,Burnham,2017,6.4,1.0,1.0,463.0,Maribyrnong City Council,Western Metropolitan,5058.0
30896,3,h,940000.0,VB,hockingstuart,2017,6.4,1.0,2.0,386.0,Maribyrnong City Council,Western Metropolitan,5058.0
30897,3,h,930000.0,PI,Jas,2017,6.4,1.0,1.0,347.0,Maribyrnong City Council,Western Metropolitan,5058.0
30898,3,h,857500.0,S,Sweeney,2017,6.4,1.0,3.0,417.0,Maribyrnong City Council,Western Metropolitan,5058.0
30899,4,h,610000.0,S,YPA,2017,16.5,2.0,2.0,546.0,Hume City Council,Northern Metropolitan,2474.0
30900,4,h,1370000.0,S,hockingstuart,2017,16.7,2.0,2.0,813.0,Monash City Council,South-Eastern Metropolitan,7392.0
30901,4,h,1130000.0,S,Barry,2017,16.7,2.0,2.0,650.0,Monash City Council,South-Eastern Metropolitan,7392.0
30902,3,h,410000.0,S,Mason,2017,35.5,2.0,2.0,593.4889333778223,Whittlesea City Council,Northern Victoria,2170.0
30903,4,h,505000.0,S,HAR,2017,35.5,2.0,2.0,593.4889333778223,Whittlesea City Council,Northern Victoria,2170.0
30904,5,h,1630000.0,SP,Williams,2017,6.8,3.0,2.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,6380.0
30907,3,h,1525000.0,PI,Sweeney,2017,6.8,1.0,4.0,593.4889333778223,Hobsons Bay City Council,Western Metropolitan,6380.0
30908,3,h,1285000.0,S,Sweeney,2017,6.8,1.0,0.0,285.0,Hobsons Bay City Council,Western Metropolitan,6380.0
30909,3,h,2065000.0,S,Greg,2017,6.8,1.0,2.0,412.0,Hobsons Bay City Council,Western Metropolitan,6380.0
30910,5,h,1615000.0,S,Williams,2017,6.8,2.0,2.0,466.0,Hobsons Bay City Council,Western Metropolitan,802.0
30911,4,u,1610000.0,S,Buxton,2017,4.6,2.0,2.0,593.4889333778223,Port Phillip City Council,Southern Metropolitan,4380.0
30912,2,u,610000.0,S,Beller,2017,4.6,1.0,1.0,593.4889333778223,Port Phillip City Council,Southern Metropolitan,4380.0
30914,4,h,609000.0,S,HAR,2017,25.5,2.0,2.0,350.0,Whittlesea City Council,Northern Metropolitan,2940.0
30917,3,h,780000.0,S,Iconek,2017,25.5,2.0,3.0,660.0,Whittlesea City Council,Northern Metropolitan,2940.0
30918,3,h,540000.0,PI,Iconek,2017,25.5,2.0,2.0,383.0,Whittlesea City Council,Northern Metropolitan,2940.0
30919,3,t,391000.0,S,Ray,2017,25.5,2.0,1.0,593.4889333778223,Whittlesea City Council,Northern Metropolitan,2940.0
30920,3,h,581000.0,S,Iconek,2017,25.5,2.0,2.0,593.4889333778223,Whittlesea City Council,Northern Metropolitan,2940.0
30921,4,h,615000.0,S,HAR,2017,25.5,2.0,2.0,411.0,Whittlesea City Council,Northern Metropolitan,2940.0
30922,4,h,632000.0,S,YPA,2017,27.2,2.0,2.0,700.0,Wyndham City Council,Western Metropolitan,5262.0
30924,3,h,425000.0,S,YPA,2017,27.2,1.0,2.0,567.0,Wyndham City Council,Western Metropolitan,5262.0
30925,3,h,400000.0,S,hockingstuart,2017,27.2,2.0,2.0,593.4889333778223,Wyndham City Council,Western Metropolitan,5262.0
30926,3,h,420000.0,VB,hockingstuart,2017,27.2,1.0,2.0,593.4889333778223,Wyndham City Council,Western Metropolitan,5262.0
30927,3,h,415000.0,S,LJ,2017,27.2,1.0,2.0,613.0,Wyndham City Council,Western Metropolitan,5262.0
30928,3,h,600000.0,SP,hockingstuart,2017,27.2,2.0,2.0,810.0,Wyndham City Council,Western Metropolitan,5262.0
30929,3,h,1160000.0,SP,Jas,2017,6.3,1.0,1.0,593.4889333778223,Maribyrnong City Council,Western Metropolitan,6543.0
30930,2,h,870000.0,PI,Sweeney,2017,6.3,1.0,2.0,593.4889333778223,Maribyrnong City Council,Western Metropolitan,6543.0
30931,2,h,765000.0,S,Nelson,2018,5.7,1.0,1.0,593.4889333778223,Darebin City Council,Northern Metropolitan,2211.0
30932,3,h,630000.0,SP,Barry,2018,12.8,1.0,1.0,593.4889333778223,Brimbank City Council,Western Metropolitan,1281.0
30934,4,h,1000000.0,PI,Ray,2018,21.5,2.0,2.0,593.4889333778223,Kingston City Council,South-Eastern Metropolitan,2243.0
30935,4,h,578000.0,S,Stockdale,2018,16.5,2.0,2.0,593.4889333778223,Hume City Council,Northern Metropolitan,1130.0
30936,3,h,730000.0,S,Moonee,2018,9.5,1.0,2.0,409.0,Moonee Valley City Council,Western Metropolitan,4502.0
30939,5,h,1225000.0,VB,Fletchers,2018,13.4,3.0,1.0,554.0,Whitehorse City Council,Eastern Metropolitan,4387.0
30940,4,h,780000.0,S,Noel,2018,25.0,2.0,2.0,593.4889333778223,Knox City Council,Eastern Metropolitan,9704.0
30941,4,h,830000.0,S,Barry,2018,12.1,2.0,2.0,596.0,Banyule City Council,Northern Metropolitan,10175.0
30942,2,u,536000.0,S,Ray,2018,12.1,1.0,2.0,593.4889333778223,Banyule City Council,Northern Metropolitan,10175.0
30944,3,u,825000.0,S,McGrath,2018,14.7,2.0,2.0,593.4889333778223,Whitehorse City Council,Eastern Metropolitan,4048.0
30945,5,h,680000.0,VB,Barry,2018,14.8,3.0,2.0,593.4889333778223,Melton City Council,Western Metropolitan,7719.0
30946,3,h,450000.0,S,Prof.,2018,14.8,2.0,2.0,154.0,Melton City Council,Western Metropolitan,7719.0
30947,3,t,925000.0,S,O'Brien,2018,17.9,2.0,2.0,593.4889333778223,Bayside City Council,Southern Metropolitan,9758.0
30948,4,h,1410000.0,SP,Buxton,2018,17.9,2.0,3.0,536.0,Bayside City Council,Southern Metropolitan,9758.0
30949,4,h,1280000.0,S,O'Brien,2018,17.9,2.0,2.0,717.0,Bayside City Council,Southern Metropolitan,9758.0
30950,3,h,770000.0,S,Harcourts,2018,17.5,1.0,2.0,530.0,Kingston City Council,South-Eastern Metropolitan,4734.0
30951,4,h,695000.0,S,Barry,2018,20.6,2.0,2.0,593.4889333778223,Hume City Council,Northern Metropolitan,15510.0
30952,3,h,560000.0,SP,LJ,2018,20.6,2.0,2.0,400.0,Hume City Council,Northern Metropolitan,15510.0
30953,3,h,360000.0,S,Stockdale,2018,20.6,2.0,2.0,593.4889333778223,Hume City Council,Northern Metropolitan,15510.0
30954,4,h,511500.0,S,Raine,2018,20.6,1.0,2.0,666.0,Hume City Council,Northern Metropolitan,15510.0
30955,4,h,710500.0,S,Ray,2018,20.6,2.0,2.0,593.4889333778223,Hume City Council,Northern Metropolitan,15510.0
30958,4,h,1060000.0,SP,McGrath,2018,23.0,2.0,2.0,540.0,Maroondah City Council,Eastern Metropolitan,11925.0
30959,3,h,845000.0,S,McGrath,2018,23.0,2.0,2.0,969.0,Maroondah City Council,Eastern Metropolitan,11925.0
30962,3,h,490000.0,PI,FN,2018,14.8,1.0,4.0,533.0,Brimbank City Council,Western Metropolitan,6388.0
30964,3,h,477000.0,SP,HAR,2018,25.9,2.0,2.0,151.0,Nillumbik Shire Council,Northern Victoria,7254.0
